"","SampleID","Age Interval","Period","DonorID","Sex","Structure Acronym","Regions","Hemisphere","PMI (hours)","Sequencing Batch","Chimeric Pairs","Percent aligned ChrX","Percent aligned ChrY","AUC all percentage","AUC unique percentage","Mode Fragment Length Count","Exonic Rate","Total fragments assigned exon fc","Total fragments count unique exon fc","Total fragments count unique assigned exon fc","Total Assigned Gene","Intronic Rate","Percentage mapped multi loci STAR","Percentage mapped too many loci STAR","Percentage unmapped other STAR","Reads Mapped","Total N Reads","Mapping Rate","Mapping Rate unique","Mapping Rate both","Junction count","Mapped Pairs","Percentage mapped multi loci both STAR","Percentage mapped too many loci both STAR"
"267","ERR1473218","16-18pcw","Prenatal","1107_donorID","Unknown","CTX","Forebrain","R",0.75,"sequencing batch:FC2014_054",1.57,2.32,0.07,132.58,140.26,301397,80.76,39927166,79274287,39927166,40076095,1.9,13.56,0.04,0.01,49439542,50869726,83.63,42541793,97.2,237952,49439542,13.6,0
"268","ERR1473219","13-15pcw","Prenatal","1117_donorID","Unknown","CTX","Forebrain","L",2.33333333333333,"sequencing batch:FC2014_054",1.76,2.23,0.08,131.95,139.31,220620,79.5,25543846,50531629,25543846,25467029,3.03,12.48,0.04,0.01,32130761,33237634,84.19,27982980,96.7,146983,32130761,12.5,0
"269","ERR1473220","13-15pcw","Prenatal","1923_donorID","F","CTX","Forebrain","R",2.5,"sequencing batch:FC2014_058",2.13,2.92,0.02,134.13,136.99,264277,82.96,41304216,62318579,41304216,41011035,3.87,7.38,0.04,0.02,49788078,51054599,90.14,46019597,97.5,266113,49788078,7.4,0
"270","ERR1473221","10-12pcw","Prenatal","11834_donorID","M","CTX","Forebrain","R",3.83333333333333,"sequencing batch:FC2014_058",2.93,2.6,0.09,133.35,137.01,248135,79.42,35079984,58066373,35079984,34824122,5.85,8.23,0.04,0.02,44172233,45292109,89.3,40445480,97.5,249990,44172233,8.2,0
"271","ERR1473222","8-9pcw","Prenatal","11820_donorID","F","CTX","Forebrain","L",NA,"sequencing batch:FC2014_035",2.74,2.98,0.01,132.32,134.81,220086,76.2,31789488,50948589,31789488,31356896,8.25,6.38,0.06,0.03,41719095,42420284,91.97,39012504,98.3,280566,41719095,6.4,0.1
"272","ERR1473223","10-12pcw","Prenatal","1835_donorID","M","CTX","Forebrain","",NA,"sequencing batch:FC2014_055",2.04,2.68,0.08,133.25,137.13,248919,80.64,35380384,58297805,35380384,35174808,4.47,8.8,0.05,0.02,43874478,45078773,88.53,39907998,97.3,250267,43874478,8.8,0
"273","ERR1473224","8-9pcw","Prenatal","11820_donorID","M","CTX","Forebrain","R",NA,"sequencing batch:FC2014_081",2.12,2.99,0.01,130.15,131.93,207909,75.17,33674560,52722631,33674560,33176962,9.42,5.44,0.07,0.04,44795851,45636618,92.71,42310981,98.2,292608,44795851,5.4,0.1
"274","ERR1473225","8-9pcw","Prenatal","11845_donorID","M","CTX","Forebrain","L",2,"sequencing batch:FC2014_043",2.2,2.14,0.08,128.15,133.86,372230,70.9,49292454,103176837,49292454,49111569,8.92,10.65,0.07,0.03,69519398,70755466,87.6,61984801,98.3,307097,69519398,10.6,0.1
"275","ERR1473226","8-9pcw","Prenatal","11873_donorID","F","CTX","Forebrain","L",18,"sequencing batch:FC2014_066",2.19,2.95,0.01,125.21,127.68,255221,65.58,30518081,57218118,30518081,30475040,15.24,6.4,0.07,0.05,46534057,47723223,91.11,43480599,97.5,238880,46534057,6.4,0.1
"276","ERR1473227","16-18pcw","Prenatal","11907_donorID","F","CTX","Forebrain","R",16.6666666666667,"sequencing batch:FC2014_054",2.01,3.01,0.01,135.48,138.4,236845,84.96,35507708,52381189,35507708,35044428,2.74,7.25,0.03,0.01,41793703,43103464,89.71,38666614,97,248509,41793703,7.3,0
"277","ERR1473228","10-12pcw","Prenatal","11885_donorID","M","CTX","Forebrain","R",NA,"sequencing batch:FC2014_043",2.44,2.77,0.11,130.92,133.31,254429,75.92,36482332,58395683,36482332,36231687,9.2,6.49,0.05,0.03,48052447,48950619,91.67,44874152,98.2,285552,48052447,6.5,0.1
"278","ERR1473229","10-12pcw","Prenatal","11833_donorID","F","CTX","Forebrain","R",30,"sequencing batch:FC2014_043",1,3.19,0.01,129.47,131.41,261856,75.35,43236945,67188642,43236945,42642448,8.92,5.7,0.07,0.04,57384547,58345099,92.66,54060073,98.4,325594,57384547,5.7,0.1
"279","ERR1473230","8-9pcw","Prenatal","11851_donorID","F","CTX","Forebrain","L",4,"sequencing batch:FC2014_080",1.82,2.64,0.01,132.53,136.29,269274,76.03,38160975,67642929,38160975,37764976,7.52,8.61,0.06,0.02,50191365,51413383,89.01,45763958,97.6,253762,50191365,8.6,0.1
"280","ERR1473231","10-12pcw","Prenatal","12007_donorID","M","CTX","Forebrain","R",4.5,"sequencing batch:FC2014_080",1.78,2.63,0.1,131.25,133.98,204139,77.92,33343017,54002007,33343017,33007030,7.05,7.04,0.05,0.02,42789288,43661398,90.96,39714397,98,277233,42789288,7,0.1
"281","ERR1473232","10-12pcw","Prenatal","11930_donorID","F","CTX","Forebrain","L",3,"sequencing batch:FC2014_081",1.71,2.9,0.01,132.81,135.15,224055,79.31,39650676,61223675,39650676,39246730,6.6,6.61,0.05,0.02,49991963,50986468,91.43,46619261,98,278471,49991963,6.6,0
"282","ERR1473233","10-12pcw","Prenatal","11930_donorID","F","CTX","Forebrain","R",3,"sequencing batch:FC2014_081",1.62,3.03,0.01,131.08,132.84,169508,74.63,30164552,47393646,30164552,29778280,10.17,5.59,0.06,0.03,40418133,41474360,91.86,38099200,97.5,256486,40418133,5.6,0.1
"283","ERR1473234","16-18pcw","Prenatal","1107_donorID","Unknown","CTX","Forebrain","R",0.75,"sequencing batch:FC2014_073",2.73,2.49,0.07,137.96,143.25,253221,84.4,36071331,61488927,36071331,35995115,1.64,10.79,0.03,0.01,42741002,43767621,86.86,38018403,97.7,232583,42741002,10.8,0
"284","ERR1473235","16-18pcw","Prenatal","1107_donorID","Unknown","CTX","Forebrain","R",0.75,"sequencing batch:FC2014_054",3.49,2.57,0.08,137.79,143.02,235886,83.15,31474080,53496608,31474080,31681844,2.13,10.97,0.03,0.01,37850645,38976888,86.14,33574022,97.1,211129,37850645,11,0
"285","ERR1473236","13-15pcw","Prenatal","1117_donorID","Unknown","CTX","Forebrain","L",2.33333333333333,"sequencing batch:FC2014_054",1.22,1.86,0.05,130.61,141.28,216188,76.68,23902916,57280755,23902916,24115145,2.22,16.81,0.04,0.01,31174007,32287720,79.74,25747710,96.6,161331,31174007,16.8,0
"286","ERR1473237","8-9pcw","Prenatal","11820_donorID","F","CTX","Forebrain","R",NA,"sequencing batch:FC2014_032",2.3,2.78,0.01,131.55,134.52,343016,76.33,42934431,71015101,42934431,42351610,7.74,7.12,0.07,0.03,56247343,57353158,90.95,52163843,98.1,289005,56247343,7.1,0.1
"287","ERR1473238","8-9pcw","Prenatal","11820_donorID","F","CTX","Forebrain","L",NA,"sequencing batch:FC2014_035",2.52,3.03,0.01,133.12,135.02,277600,78.46,41072778,61360000,41072778,40466013,7.14,5.69,0.06,0.03,52349133,53119960,92.86,49328478,98.5,295341,52349133,5.7,0.1
"288","ERR1473239","10-12pcw","Prenatal","1835_donorID","M","CTX","Forebrain","",NA,"sequencing batch:FC2014_058",1.42,2.22,0.06,132.54,139.53,276934,79.31,38051646,75832899,38051646,38038862,3.04,12.62,0.06,0.02,47975995,50107447,83.13,41652972,95.7,242652,47975995,12.6,0.1
"289","ERR1473240","8-9pcw","Prenatal","11845_donorID","M","CTX","Forebrain","L",2,"sequencing batch:FC2014_043",2.3,2.37,0.09,129.9,134.12,256828,74.51,36691679,66981823,36691679,36407603,7.77,8.68,0.06,0.03,49247249,50066798,89.69,44902533,98.4,280490,49247249,8.7,0.1
"290","ERR1473241","8-9pcw","Prenatal","11873_donorID","F","CTX","Forebrain","L",18,"sequencing batch:FC2014_066",2.58,3.29,0.01,127.96,129.26,226090,70.93,28941086,45553451,28941086,28675258,12.31,4.56,0.06,0.04,40801418,42285984,91.93,38873068,96.5,224208,40801418,4.6,0.1
"291","ERR1473242","16-18pcw","Prenatal","11907_donorID","F","CTX","Forebrain","R",16.6666666666667,"sequencing batch:FC2014_054",2.47,2.98,0.01,134.8,138.25,250788,83.27,34898360,54102405,34898360,34518986,3.3,7.97,0.04,0.01,41912387,43225982,88.99,38465186,97,247399,41912387,8,0
"292","ERR1473243","13-15pcw","Prenatal","11900_donorID","M","CTX","Forebrain","",17,"sequencing batch:FC2014_055",1.43,2.83,0.09,132.96,136.51,233374,78.53,33175743,54901671,33175743,32996618,5.9,8.3,0.05,0.02,42246135,43477458,88.87,38639284,97.2,256861,42246135,8.3,0.1
"293","ERR1473244","10-12pcw","Prenatal","11834_donorID","M","CTX","Forebrain","L",3.83333333333333,"sequencing batch:FC2014_058",2.09,2.66,0.09,132.9,136.15,251297,78.23,35091163,57648926,35091163,34681279,6.77,7.63,0.06,0.02,44857352,46142803,89.59,41338860,97.2,257232,44857352,7.6,0.1
"294","ERR1473245","10-12pcw","Prenatal","11885_donorID","M","CTX","Forebrain","R",NA,"sequencing batch:FC2014_043",3.22,2.89,0.11,134.11,136.41,245378,79.77,38729657,58218388,38729657,38517713,6.83,6.57,0.05,0.02,48553215,49376146,91.76,45307416,98.3,275459,48553215,6.6,0
"295","ERR1473246","10-12pcw","Prenatal","11833_donorID","F","CTX","Forebrain","R",30,"sequencing batch:FC2014_047",0.78,3.17,0.01,129.82,131.94,250445,75.52,38650172,60840499,38650172,38140620,8.7,5.98,0.06,0.03,51181157,52095534,92.27,48066220,98.2,298845,51181157,6,0.1
"296","ERR1473247","8-9pcw","Prenatal","11851_donorID","F","CTX","Forebrain","L",4,"sequencing batch:FC2014_080",1.69,2.67,0.01,130.85,134.42,224428,76.24,33591024,58648684,33591024,33241109,7.36,8.16,0.06,0.02,44061671,45422783,88.85,40356723,97,263720,44061671,8.2,0.1
"297","ERR1473248","10-12pcw","Prenatal","12007_donorID","M","CTX","Forebrain","L",4.5,"sequencing batch:FC2014_080",1.68,2.7,0.1,131.71,133.92,223619,77.99,36169544,56488887,36169544,35972106,7.25,6.61,0.05,0.02,46375654,47725026,90.56,43221791,97.2,285097,46375654,6.6,0.1
"298","ERR1473249","10-12pcw","Prenatal","11930_donorID","F","CTX","Forebrain","L",3,"sequencing batch:FC2014_081",1.49,2.95,0.01,129.77,131.84,188967,73.36,29373534,48092377,29373534,29109690,10.39,6.15,0.06,0.03,40040143,40921766,91.7,37525466,97.8,260800,40040143,6.1,0.1
"299","ERR1473250","10-12pcw","Prenatal","11930_donorID","F","CTX","Forebrain","R",3,"sequencing batch:FC2014_081",1.58,2.96,0.01,131.23,133.27,139056,76.92,27406000,42769064,27406000,27292171,8.27,6.33,0.05,0.03,35629862,36526239,91.21,33316841,97.5,251263,35629862,6.3,0
"300","ERR1473251","13-15pcw","Prenatal","1117_donorID","Unknown","CTX","Forebrain","L",2.33333333333333,"sequencing batch:FC2014_054",1.59,2.12,0.07,131.67,140.1,274065,77.67,30574972,65343787,30574972,30730201,3.31,14.11,0.04,0.01,39367506,40935989,82.06,33591420,96.2,159270,39367506,14.1,0
"301","ERR1473252","8-9pcw","Prenatal","11845_donorID","M","CTX","Forebrain","L",2,"sequencing batch:FC2014_040",3.07,2.72,0.09,134.01,136.78,325794,80.72,45844079,70099395,45844079,45423437,5.05,7.16,0.05,0.02,56795787,57553632,91.52,52672614,98.7,289293,56795787,7.2,0.1
"302","ERR1473253","8-9pcw","Prenatal","11845_donorID","M","CTX","Forebrain","R",2,"sequencing batch:FC2014_043",2.6,2.69,0.09,132.18,134.97,324016,77.12,47485025,76108332,47485025,46981788,7.17,6.93,0.06,0.03,61574554,62601564,91.43,57237320,98.4,307874,61574554,6.9,0.1
"303","ERR1473254","8-9pcw","Prenatal","11873_donorID","F","CTX","Forebrain","R",18,"sequencing batch:FC2014_066",2.99,3.2,0.01,131.34,133.1,356426,75.21,41532021,64016249,41532021,41213996,9.76,5.62,0.05,0.03,55219199,57395251,90.59,51994021,96.2,208826,55219199,5.6,0
"304","ERR1473255","8-9pcw","Prenatal","11873_donorID","F","CTX","Forebrain","L",18,"sequencing batch:FC2014_066",2.39,3.39,0.01,124.85,125.94,204057,66.91,27414186,45040127,27414186,27192319,15.1,4.14,0.06,0.05,40970426,41953723,93.52,39235603,97.7,223729,40970426,4.1,0.1
"305","ERR1473256","16-18pcw","Prenatal","11907_donorID","F","CTX","Forebrain","R",16.6666666666667,"sequencing batch:FC2014_054",3.55,2.83,0.01,136.88,141.31,188583,82.31,25343953,41992866,25343953,25184653,3.19,9.52,0.05,0.01,30792102,31859304,87.13,27760506,96.7,212722,30792102,9.5,0
"306","ERR1473257","13-15pcw","Prenatal","11900_donorID","M","CTX","Forebrain","",17,"sequencing batch:FC2014_055",1.24,2.97,0.09,133.37,136.13,231349,79.64,33029600,51362870,33029600,32687927,5.79,7.13,0.05,0.02,41471437,42776622,89.82,38422395,96.9,255890,41471437,7.1,0
"307","ERR1473258","10-12pcw","Prenatal","11834_donorID","M","CTX","Forebrain","L",3.83333333333333,"sequencing batch:FC2014_058",2.32,2.92,0.09,134.68,137.08,263004,82.96,40509082,59261342,40509082,40068003,4.47,6.63,0.04,0.01,48828376,50028597,90.97,45513339,97.6,275803,48828376,6.6,0
"308","ERR1473259","10-12pcw","Prenatal","11834_donorID","M","CTX","Forebrain","L",3.83333333333333,"sequencing batch:FC2014_069",2.51,2.92,0.1,134.35,136.56,280100,83.51,43406114,62095821,43406114,42919292,4.26,6.3,0.04,0.01,51977818,52835093,92.07,48647336,98.4,278957,51977818,6.3,0
"309","ERR1473260","10-12pcw","Prenatal","11885_donorID","M","CTX","Forebrain","L",NA,"sequencing batch:FC2014_058",2.44,2.89,0.09,134.39,136.65,268070,83.44,41729391,60247128,41729391,41344001,4.37,6.51,0.03,0.01,50012989,51191816,91.19,46682102,97.7,277571,50012989,6.5,0
"310","ERR1473261","10-12pcw","Prenatal","11885_donorID","M","CTX","Forebrain","R",NA,"sequencing batch:FC2014_043",2.42,2.92,0.13,129.79,131.49,175377,73.46,25636542,40377899,25636542,25437837,11,5.47,0.06,0.03,34899258,35546891,92.7,32953505,98.2,263000,34899258,5.5,0.1
"311","ERR1473262","10-12pcw","Prenatal","11833_donorID","F","CTX","Forebrain","R",30,"sequencing batch:FC2014_047",0.88,3.1,0.01,127.73,129.89,221007,71.77,33132618,55130453,33132618,32715075,10.95,5.95,0.08,0.04,46163599,47180197,91.9,43357961,97.8,298401,46163599,5.9,0.1
"312","ERR1473263","10-12pcw","Prenatal","11930_donorID","F","CTX","Forebrain","R",3,"sequencing batch:FC2014_075",1.47,2.44,0.01,122.83,127.47,243637,59.1,26213881,65438992,26213881,26353864,16.85,10.2,0.08,0.06,44357799,45098406,88.16,39757988,98.4,286034,44357799,10.2,0.1
"313","ERR1473264","10-12pcw","Prenatal","11841_donorID","M","CTX","Forebrain","R",2,"sequencing batch:FC2014_044",2.06,2.34,0.08,127.94,131.83,233148,70.39,31155777,60770366,31155777,31008567,10.79,8.72,0.07,0.04,44263615,45278644,89.04,40314765,97.8,288637,44263615,8.7,0.1
"314","ERR1473265","16-18pcw","Prenatal","11921_donorID","M","CTX","Forebrain","L",3.66666666666667,"sequencing batch:FC2014_044, FC2014_117",2.88,2.55,0.09,129.31,132.48,48015,66.79,5693770,10979463,5693770,5647158,13.08,7.35,0.08,0.04,8524309,8802076,89.49,7876944,96.8,162797,8524309,7.4,0.1
"315","ERR1473266","16-18pcw","Prenatal","11921_donorID","M","CTX","Forebrain","L",3.66666666666667,"sequencing batch:FC2014_044, FC2014_117",2.9,2.52,0.09,129.51,132.86,49231,66.99,6047339,11747555,6047339,5998831,12.83,7.64,0.08,0.04,9027814,9252435,89.94,8321292,97.6,164468,9027814,7.6,0.1
"316","ERR1473267","10-12pcw","Prenatal","11942_donorID","F","CTX","Forebrain","R",16.6666666666667,"sequencing batch:FC2014_080",2.11,2.54,0.01,130.06,134.22,325504,72.89,44333487,84509799,44333487,43934133,8.67,9.1,0.06,0.03,60821833,62279111,88.56,55156314,97.7,285645,60821833,9.1,0.1
"317","ERR1473268","10-12pcw","Prenatal","12007_donorID","M","CTX","Forebrain","R",4.5,"sequencing batch:FC2014_080",1.54,2.41,0.08,131.1,134.76,226694,77.95,36161803,62026032,36161803,35909206,6.27,8.39,0.05,0.02,46393469,47589424,89.1,42401900,97.5,278607,46393469,8.4,0.1
"318","ERR1473269","10-12pcw","Prenatal","11930_donorID","F","CTX","Forebrain","L",3,"sequencing batch:FC2014_080",1.67,2.62,0.01,130.52,133.84,217115,73.24,32486900,58924068,32486900,32660993,9.2,8.59,0.06,0.02,44354505,46099321,87.63,40396671,96.2,267958,44354505,8.6,0.1
"319","ERR1473270","10-12pcw","Prenatal","12007_donorID","M","CTX","Forebrain","L",4.5,"sequencing batch:FC2014_081",2.14,2.76,0.1,130.98,133.09,176655,75.55,28724456,45920875,28724456,28579795,9.04,6.3,0.06,0.03,38018978,38977377,91.24,35564604,97.5,278815,38018978,6.3,0.1
"320","ERR1473271","13-15pcw","Prenatal","1117_donorID","Unknown","CTX","Forebrain","L",2.33333333333333,"sequencing batch:FC2014_054",1.52,2.04,0.06,131.78,141.03,298461,78.14,34123040,74988034,34123040,34385075,2.46,14.93,0.04,0.01,43670988,45295022,81.48,36908085,96.4,158141,43670988,14.9,0
"321","ERR1473272","13-15pcw","Prenatal","1117_donorID","Unknown","CTX","Forebrain","L",2.33333333333333,"sequencing batch:FC2014_054",1.11,1.85,0.05,129.62,140.38,302924,75.6,32711991,79907099,32711991,33080301,2.84,16.84,0.04,0.01,43267479,44842099,79.65,35715082,96.5,174135,43267479,16.8,0
"322","ERR1473273","16-18pcw","Prenatal","1107_donorID","Unknown","CTX","Forebrain","R",0.75,"sequencing batch:FC2014_054",2.12,2.28,0.09,132.3,139.6,383787,79.56,45325201,90048551,45325201,45540072,2.86,12.94,0.04,0.01,56968357,58664040,84.17,49376389,97.1,182826,56968357,12.9,0
"323","ERR1473274","13-15pcw","Prenatal","1117_donorID","Unknown","CTX","Forebrain","L",2.33333333333333,"sequencing batch:FC2014_054",1.17,2.14,0.07,131.87,140.45,219618,78.41,25590900,54041177,25590900,25708875,2.82,13.85,0.04,0.01,32635890,34677876,80.26,27833602,94.1,155109,32635890,13.8,0
"324","ERR1473275","8-9pcw","Prenatal","1406_donorID","F","DIEN","Forebrain","",4,"sequencing batch:FC2014_038",1.45,3,0.01,127.48,130.53,194013,70.13,28807961,52221051,28807961,28372136,11.21,6.87,0.06,0.04,41079176,41903517,91.16,38199733,98,285085,41079176,6.9,0.1
"325","ERR1473276","8-9pcw","Prenatal","11823_donorID","M","DIEN","Forebrain","L",2,"sequencing batch:FC2014_038",1.56,2.74,0.1,128.75,132.04,267279,71.55,38475742,69547411,38475742,38066491,11.07,7.31,0.06,0.03,53776499,55325161,89.89,49731437,97.2,299722,53776499,7.3,0.1
"326","ERR1473277","8-9pcw","Prenatal","11823_donorID","M","DIEN","Forebrain","R",2,"sequencing batch:FC2014_038, FC2014_117",1.83,2.79,0.09,131.12,134.34,79183,75.21,12006440,20454054,12006440,11844842,8.84,7.35,0.06,0.03,15963340,16377440,90.12,14759902,97.5,208581,15963340,7.3,0.1
"327","ERR1473278","8-9pcw","Prenatal","11823_donorID","M","DIEN","Forebrain","R",2,"sequencing batch:FC2014_038, FC2014_117",1.82,2.81,0.09,130.94,134.07,141699,75.04,21193583,36015686,21193583,20915781,9.02,7.23,0.06,0.03,28243644,29068578,89.93,26141102,97.2,244937,28243644,7.2,0.1
"328","ERR1473279","8-9pcw","Prenatal","11826_donorID","F","DIEN","Forebrain","L",2,"sequencing batch:FC2014_038",1.7,2.59,0.01,127.89,132.6,237334,70.09,31651542,63954052,31651542,31342802,10.53,9.11,0.06,0.04,45159476,46724706,87.54,40901280,96.7,284852,45159476,9.1,0.1
"329","ERR1473280","8-9pcw","Prenatal","11826_donorID","F","DIEN","Forebrain","R",2,"sequencing batch:FC2014_038",2.18,2.81,0.01,130.28,134.13,253923,74.47,36176711,64844568,36176711,35757697,8.63,8.02,0.05,0.03,48582100,49873889,89.39,44581066,97.4,290523,48582100,8,0.1
"330","ERR1473281","8-9pcw","Prenatal","11827_donorID","F","DIEN","Forebrain","L",2,"sequencing batch:FC2014_038",1.42,2.92,0.02,128.37,131.78,255447,71.27,34524913,63285334,34524913,34108506,10.99,7.62,0.06,0.03,48442654,49412731,90.41,44675488,98,280823,48442654,7.6,0.1
"331","ERR1473282","8-9pcw","Prenatal","11827_donorID","F","DIEN","Forebrain","R",2,"sequencing batch:FC2014_032, FC2014_117",1.4,2.8,0.01,127.73,131.56,139825,70.27,18780004,35833697,18780004,18540886,11.32,8.07,0.06,0.04,26724133,27467259,89.22,24507247,97.3,240644,26724133,8.1,0.1
"332","ERR1473283","8-9pcw","Prenatal","11827_donorID","F","DIEN","Forebrain","R",2,"sequencing batch:FC2014_032, FC2014_117",1.39,2.8,0.01,127.81,131.61,95961,70.46,13227533,25141610,13227533,13059165,11.24,8.08,0.06,0.04,18774405,19184022,89.78,17223377,97.9,219009,18774405,8.1,0.1
"333","ERR1473284","8-9pcw","Prenatal","11846_donorID","F","DIEN","Forebrain","L",30,"sequencing batch:FC2014_030",1.49,2.62,0.01,127.65,132.22,205033,69.63,27488013,55131532,27488013,27166128,10.61,9.18,0.07,0.04,39476664,40217986,88.98,35786588,98.2,269614,39476664,9.2,0.1
"334","ERR1473285","8-9pcw","Prenatal","11846_donorID","F","DIEN","Forebrain","R",30,"sequencing batch:FC2014_030",2.28,3.17,0.01,130.52,133.41,249759,73.69,34494399,58147839,34494399,33869000,9.01,6.63,0.06,0.03,46811002,47870740,91.15,43636458,97.8,303446,46811002,6.6,0.1
"335","ERR1473286","8-9pcw","Prenatal","11884_donorID","F","DIEN","Forebrain","",3.83333333333333,"sequencing batch:FC2014_030, FC2014_117",1.47,2.97,0.01,131.52,134.88,181629,77.43,24100446,40525165,24100446,24095949,6.49,8.2,0.05,0.02,31124236,31662145,90.11,28529416,98.3,266760,31124236,8.2,0
"336","ERR1473287","8-9pcw","Prenatal","11884_donorID","F","DIEN","Forebrain","",3.83333333333333,"sequencing batch:FC2014_030, FC2014_117",1.46,2.97,0.01,131.57,134.98,31008,77.55,4334747,7295631,4334747,4333634,6.4,8.22,0.05,0.02,5589654,5714300,89.6,5120204,97.8,158860,5589654,8.2,0
"337","ERR1473288","8-9pcw","Prenatal","11918_donorID","F","DIEN","Forebrain","",2,"sequencing batch:FC2014_030, FC2014_151",2.34,3.16,0.01,131.95,134.55,156882,75.32,20867475,34071084,20867475,20572101,8.91,6.53,0.06,0.03,27703519,28290019,91.4,25856465,97.9,242054,27703519,6.5,0.1
"338","ERR1473289","8-9pcw","Prenatal","11918_donorID","F","DIEN","Forebrain","",2,"sequencing batch:FC2014_030, FC2014_151",2.41,3.22,0.01,131.53,134,507712,75.28,71239468,115151659,71239468,70264391,9.09,6.3,0.05,0.03,94627293,96668305,91.59,88537683,97.9,350451,94627293,6.3,0.1
"339","ERR1473290","8-9pcw","Prenatal","11820_donorID","F","DIEN","Forebrain","",NA,"sequencing batch:FC2014_035",2.08,2.61,0.01,127.56,131.97,282084,67.27,34755736,71750901,34755736,34384049,12.01,8.85,0.1,0.04,51663150,52777228,89.04,46992654,97.9,294064,51663150,8.8,0.1
"340","ERR1473291","8-9pcw","Prenatal","11831_donorID","M","DIEN","Forebrain","L",NA,"sequencing batch:FC2014_035, FC2014_117",1.71,3.07,0.11,126.91,128.84,30254,67.75,4343989,7585770,4343989,4269802,13.91,5.35,0.08,0.05,6411371,6554385,92.47,6060858,97.8,170748,6411371,5.3,0.1
"341","ERR1473292","8-9pcw","Prenatal","11831_donorID","M","DIEN","Forebrain","L",NA,"sequencing batch:FC2014_035, FC2014_117",1.69,3.07,0.11,126.98,128.94,144712,67.83,20341047,35569829,20341047,19985216,13.82,5.44,0.09,0.05,29986546,30459169,93,28328307,98.4,276015,29986546,5.4,0.1
"342","ERR1473293","8-9pcw","Prenatal","11831_donorID","M","DIEN","Forebrain","R",NA,"sequencing batch:FC2014_030",2.33,3,0.1,130.5,132.5,225498,73.58,30471196,49127081,30471196,30050056,10.16,5.75,0.06,0.04,41413378,42142585,92.52,38990760,98.3,278538,41413378,5.7,0.1
"343","ERR1473294","8-9pcw","Prenatal","11878_donorID","F","DIEN","Forebrain","",NA,"sequencing batch:FC2014_037",1.04,2.36,0.01,126.03,131.61,245797,68.13,28289617,64069504,28289617,28228042,10.77,11.06,0.08,0.03,41521029,42690756,86.2,36800322,97.3,267993,41521029,11.1,0.1
"344","ERR1473295","8-9pcw","Prenatal","11845_donorID","M","DIEN","Forebrain","L",2,"sequencing batch:FC2014_043",3.68,3.07,0.08,136.98,139.29,234094,84.1,36592612,51847642,36592612,35969891,3.79,6.03,0.04,0.02,43508980,44196532,92.42,40845912,98.4,268673,43508980,6,0
"345","ERR1473296","8-9pcw","Prenatal","11845_donorID","M","DIEN","Forebrain","L",2,"sequencing batch:FC2014_043",2.94,2.53,0.09,130.82,135.24,222238,74.35,29527666,54441963,29527666,29227181,7.58,8.71,0.07,0.03,39712971,40468487,89.43,36189427,98.1,273568,39712971,8.7,0.1
"346","ERR1473297","8-9pcw","Prenatal","11845_donorID","M","DIEN","Forebrain","R",2,"sequencing batch:FC2014_043",2.89,3.01,0.09,134,136.46,233450,79.39,35428609,53914351,35428609,34849481,5.99,6.26,0.05,0.02,44625525,45593167,91.61,41770093,97.9,285806,44625525,6.3,0.1
"347","ERR1473298","8-9pcw","Prenatal","11873_donorID","F","DIEN","Forebrain","L",18,"sequencing batch:FC2014_075",4.12,3.44,0.02,130.51,131.87,273603,74.1,33943712,51423537,33943712,33583864,10.46,4.68,0.05,0.03,45810148,47370084,92.03,43594712,96.7,226224,45810148,4.7,0
"348","ERR1473299","8-9pcw","Prenatal","11873_donorID","F","DIEN","Forebrain","R",18,"sequencing batch:FC2014_066",4.04,3.78,0.01,126.14,127.19,264936,65.47,30895992,51442017,30895992,30450110,15.79,3.87,0.05,0.04,47190769,48343265,93.75,45321924,97.6,224452,47190769,3.9,0.1
"349","ERR1473300","8-9pcw","Prenatal","11832_donorID","F","DIEN","Forebrain","L",3,"sequencing batch:FC2014_065, FC2014_117",2.72,3.83,0.03,128.67,130.27,114814,73.72,15337549,23541877,15337549,15171573,10.49,4.89,0.05,0.03,20805111,21519193,91.8,19753549,96.7,193257,20805111,4.9,0
"350","ERR1473301","8-9pcw","Prenatal","11832_donorID","F","DIEN","Forebrain","L",3,"sequencing batch:FC2014_065, FC2014_117",2.73,3.82,0.03,128.7,130.31,46868,73.79,6336369,9719206,6336369,6266465,10.45,4.92,0.05,0.03,8587189,8817987,92.46,8153446,97.4,148940,8587189,4.9,0
"351","ERR1473302","8-9pcw","Prenatal","11832_donorID","F","DIEN","Forebrain","R",3,"sequencing batch:FC2014_071",1.31,3.26,0.02,129.83,131.97,184131,72.69,27630391,45911557,27630391,27268156,11.04,6.18,0.07,0.04,38011220,38645259,92.18,35624492,98.4,280437,38011220,6.2,0.1
"352","ERR1473303","8-9pcw","Prenatal","11830_donorID","F","DIEN","Forebrain","L",NA,"sequencing batch:FC2014_071",2.39,3.02,0.01,132.96,135.89,246360,78.05,36745376,59836432,36745376,36275775,6.92,7.38,0.06,0.02,47081137,47794121,91.13,43554710,98.5,292002,47081137,7.4,0.1
"353","ERR1473304","8-9pcw","Prenatal","11830_donorID","F","DIEN","Forebrain","R",NA,"sequencing batch:FC2014_071",2.93,2.66,0.02,138.08,143.04,232200,80.45,30478571,53840283,30478571,30244123,4.24,10.32,0.06,0.02,37886708,38864853,87.16,33874742,97.5,232694,37886708,10.3,0.1
